user_number,problem_hash,prompt,genre,mood/emotion,instrumentation,timbre,function,music theory,story/narrative/lyrics,age,gender,years_music_making,years_formal_instruc,hours_per_week_music,ai_text_tools_usage,ai_music_tools_used,ai_music_tools_freq
25,9481c38d-df7b-42cc-b,오케스트라의 불협화음과 웅장한 멜로디 라인을 한껏 활용해 마치 긴장감 넘치는 영화의 한 장면이 떠오르는 노래,,긴장감 넘치는,오케스트라,,영화의 한 장면이 떠오르는,불협화음|웅장한 멜로디 라인,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,7e425ed4-399b-4c72-a,멋있고 기타리프와 밴드사운드로 시작하지만 곧 차분한 피아노 반주와 서정적인 보컬이 들어오며 분위기가 전환되는 것이 마치 보헤미안 랩소디가 연상되는 노래,,멋있고|차분한|서정적인,기타리프|밴드사운드|피아노|보컬,,,분위기가 전환되는,보헤미안 랩소디가 연상되는,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,61375a85-29d0-4b45-9,"마이너 도미넌트한 코드 진행에 락스러운 보컬이 더해졌고, 착 감기는 신디사이저 모티브가 인상적인 노래",락,,보컬|신디사이저,착 감기는,,마이너 도미넌트한 코드 진행|모티브,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,2c080e35-5332-4784-a,"서정적인 피아노 반주에 감미로운 여성 보컬과 콰이어를 사용한, 디즈니 영화 주제곡이 연상되는 노래",,서정적인,피아노|여성 보컬|콰이어,감미로운,디즈니 영화 주제곡,반주,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
25,3a5cb7e8-d45f-481e-b,"빠른 4분의 4박자 드럼에 여유로운 피아노 반주, 귀여운 프랑스 여성 보컬이 곁들어진 신나는 노래",,여유로운|신나는,드럼|피아노|프랑스 여성 보컬,귀여운,,빠른|4분의 4박자|반주,,25 - 34,남성,10,3,3,매일 또는 주에 여러번,아니오,
26,ec9f0bca-7956-4fa4-8,2010년대 J pop 느낌나는 애니 노래 / 따라 부르기 쉽고 흥겨운 노래,j pop|애니 노래,흥겨운,,,,2010년대|따라 부르기 쉽고,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,d2a0689f-4bd9-496a-b,신나는 EDM / Rave 같은 곳에서 나올 법 한 노래,edm|rave,신나는,,,같은 곳에서 나올 법 한 노래,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,b81b00c3-f3c4-4ba7-8,통기타를 쓸 거 같은 컨트리 노래 / 듣기 편하고 은은하게 신나는 노래,컨트리,듣기 편한|은은하게 신나는,통기타,,,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,b7aa837e-a53b-4f8a-9,같은 단어를 반복해서 캐치하고 따라부르기 좋고 고개가 저절로 흔들어지는 노래,,,,,,같은 단어를 반복해서|캐치하고 따라부르기 좋고|고개가 저절로 흔들어지는,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,9a4d75e7-de00-4931-9,음식으로 듣기 쉽고 재밌게 가사를 쓴 힙합 랩 / 익숙한 힙합 랩,힙합 랩,재밌게,,익숙한,듣기 쉽고,,음식|가사를 쓴,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,959ae3b5-07a9-464c-8,우울한 새벽에 중2병 걸려서 센치하고 진중하고 싶어서 음악을 듣는 나,,우울한|센치한|진중한,,,음악을 듣는,,새벽|중2병 걸린 나,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,81a13b0e-aa23-4618-9,익숙하고 유명할 것 같은 신나는 팝송 / 아리아나 그란데가 부를 것 같은 노래,팝송,신나는,,,,,익숙하고 유명할 것 같은|아리아나 그란데가 부를 것 같은 노래,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,77056edb-735f-4b6c-a,미국 영화에서 처음에 주인공과 가족이 등장하면서 나올 것 같은 노래,,,,,영화적,,미국 영화|처음|주인공과 가족이 등장하는 장면,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,291b2f9c-c41b-4ab8-9,광고회사에서 낼 것 같은 노래 / 호불호 갈리 것 같은 노래,,호불호 갈릴 것 같은,,,광고회사에서 낼 것 같은 노래,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
26,32eeb9c6-e9d0-4ff1-8,중세시대 배경 판타지 만화에서 축제 시작할 때 나올 법 한 노래,,,,,판타지 만화,,중세시대 배경|축제 시작,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
28,e0cf5438-5034-4112-8,"2000년대 초반 저스틴비버 크리스브라운 등이 부를 것만 같은 rnb, 듣는 것만으로 끈적한 뮤직비디오가 상상됨",rnb,끈적한,,,뮤직비디오,,2000년대 초반 저스틴비버 크리스브라운 등이 부를 것만 같은,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,bec6e67b-3c7f-4554-9,코미디 영화에서 주인공이 대담한 계획을 세우기 위해 분주히 움직일 때 나오는 bgm,,,,,bgm|코미디 영화,,주인공|대담한 계획|분주히 움직이는 장면,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,9a30a0c9-b192-4113-b,서부영화 (spaghetti western)에서 주인공인 총잡이가 등장했을 때 안 나오면 허전할 것 같은 노래,spaghetti western,,,,서부영화,,주인공인 총잡이가 등장했을 때 안 나오면 허전할 것 같은 노래,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,876c1749-d348-48e6-a,"2000년대 초반 뉴에이지와 팝메탈을 적절히 섞어놓아 트렌디하게 재해석한 곡, 뉴트로 느낌",뉴에이지|팝메탈,,,,,,2000년대 초반|트렌디하게 재해석한 곡|뉴트로 느낌,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,7606dd90-1f55-4f82-8,"영국 덥스텝 및 베이스 클럽에서 나올 것 같은 노래, 아카펠라도 다른 노래에 덧대어질 가능성 농후",덥스텝|베이스,,아카펠라,,클럽|다른 노래에 덧대어질 가능성,,,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,5583d3b7-8692-4c18-8,디즈니 음악영화나 뮤지컬에서 메인 캐릭터가 자신의 꿈을 향해 힘찬 첫 걸음을 내딛는 것이 그려지는 음악,디즈니 음악영화|뮤지컬,힘찬,,,,,메인 캐릭터|자신의 꿈|첫 걸음을 내딛는,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,56487772-7530-4ead-a,"고전 리듬앤블루스 (rnb) 장르, Aretha Franklin 느낌, 전자음악 혹은 힙합에 샘플링하고 싶은 노래",고전 리듬앤블루스|rnb,,,,전자음악에 샘플링하고 싶은|힙합에 샘플링하고 싶은,,aretha franklin 느낌,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,754c7a3c-64af-4a19-8,동대문평화시장에 있는 중고 악기 판매점을 방문하여 문 앞에 있는 40년 넘은 신디사이저의 프리셋을 누르다,,,신디사이저,,,,동대문평화시장|중고 악기 판매점|문 앞|40년 넘은|프리셋을 누르다,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,0e4f6e42-e8a1-4618-9,올드 디즈니 혹은 50년대 영화의 bgm으로 어울릴 것 같다. 중후하고 농익은 작곡가 (존 윌리엄스) 느낌도 남,,,,중후한|농익은,bgm|영화,,올드 디즈니|50년대,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
28,1c339881-c51b-4318-a,일본 10인 이상의 큰 규모의 걸그룹이 부르고 일본 국내 시장에서 성공할 것 같은 노래,,,,,일본 국내 시장에서 성공할 것 같은,,일본 10인 이상의 큰 규모의 걸그룹이 부르고,25 - 34,남성,14,0,1,매일 또는 주에 여러번,네,월 1회 이하
29,e0aea9d2-f3fe-4e97-a,EDM을 배경으로 빠른 랩이 노래를 이끌어가고 주로 클럽에서 들을 수있는 사운드임,edm,,랩,,배경|클럽,빠른,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,9a496feb-6a67-4f22-a,강한 드럼비트위에 일렉기타의 파워코드 구성이 주를 이루고 파워풀한 남성보컬이 음악을 더 강렬하게함,,,드럼비트|일렉기타|남성보컬,파워풀한|강렬하게,,강한|파워코드 구성,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,523ab434-2e54-4441-9,몽환적인 분위기를 만들기 위해 아르페지오식 피아노 코드위에 드럼비트와 약간의 EDM을 넣음. 남성보컬이 분위기를 다소 부드럽게 만듬,edm,몽환적인,피아노 코드|드럼비트|남성보컬,부드럽게,,아르페지오식,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,72dda986-55c6-450e-8,어쿠스틱 기타 멜로디와 스트록이 합쳐진 음악으로 부드럽고 서정적인 느낌으 음악,,서정적인,어쿠스틱 기타,부드러운,,멜로디|스트록,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,7536c885-e926-4f7e-b,규칙적인 코드에 신디사이저 사운드가 주를 이루고 경쾌한 여성 보컬이 밝은 분위기를 만듬,,경쾌한|밝은,신디사이저|여성 보컬,,,규칙적인 코드,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,4ae99a8d-f134-4966-a,짧은 스트록으로 음악이 시작하고 강한 남성 보컬과 경쾌한 드럼비트가 전반적으로 밝고 경쾌한 느낌을 줌,,밝고 경쾌한,남성 보컬|드럼비트,강한,,짧은 스트록으로 시작,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,168acd2c-563d-4357-b,셔플비트위에 신디사이저와 섹소폰으로 음악의 분위기를 조성. 분위기는 다소 황량한 느낌,,황량한,신디사이저|섹소폰,,,셔플비트,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fc27a56-36f6-4a2b-9,8090세대의 팝비트로 규칙적인 EDM사운드가 주 코드를 이루고 곡의 분위기가 전반적으로 경쾌한 느낌을 줌,팝|edm,경쾌한,,,,8090세대의 팝비트|규칙적인,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fcc61c5-7033-469e-9,EDM 사운드가 주를 이루고 노래가 빠르고 힙한 느낌이 매우 강함,edm,힙한,,,,빠른,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
29,1fce4fac-fe02-42f3-9,재즈바에서 흔히 들을 수 있는 비트로 섹소폰이 주 멜로디 라인을 구성함. 큰 특징은 없음,재즈,,섹소폰,,재즈바,비트|주 멜로디 라인,,25 - 34,남성,5,4,1,매일 또는 주에 여러번,아니오,
30,8b21762a-c0c3-449e-8,오래된 흑백 텔레비전에서 나올 것 같은 느낌. 학교 다녀오면 엄마가 부엌에서 요리하면서 이 노래를 티비로 듣고 있을 것 같다.,,nostalgic|warm,,old|black and white television,television,,after school|mother cooking in the kitchen,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,ee070cac-0af1-4d86-9,미국의 컨트리느낌이 묻어난다. 넓은 옥수수 밭을 무대로 공연하고 그걸 드론으로 멀리서부터 촬영하는 느낌,컨트리,,,,,,미국|넓은 옥수수 밭|공연|드론으로 멀리서부터 촬영,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,e374a9d0-706d-4bf3-a,락페스티벌에서 다같이 헤드뱅잉하면서 뛰노는 헤비메탈음악. 화장 진하게 하고 무섭게 생긴 형들이지만 사실은 착한 사람들이 할 것 같음.,헤비메탈,무섭게,,,락페스티벌에서 다같이 헤드뱅잉하면서 뛰노는,,화장 진하게 하고 사실은 착한 사람들이 할 것 같음,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,cdb23f80-6a13-4777-8,트랜스포머 영화 같은 사이버 펑크물 영화의 한 장면 같음. 진지하고 멋있지만 무겁지는 않은 느낌.,사이버 펑크,진지한|멋있는|무겁지 않은,,,영화적,,트랜스포머 영화 같은 한 장면,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,63da007b-14c8-431d-a,러시아에 락페스티벌이 있다면 이런 느낌일까. 분명 신나고 다같이 머리를 흔들며 뛰놀고 있는데 이 기시감은 무엇일까. 언어의 장벽인가?,락,신나는,,,락페스티벌,,러시아|다같이 머리를 흔들며 뛰노는 느낌|언어의 장벽|기시감,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,7279ca60-c53e-4913-a,옛날 비틀즈가 있던 시대 같으면서 조금 현대의 느낌을 가미하 음악. 그래도 빈티지한 골동품 가게 같은 느낌.,,빈티지한,,골동품 가게 같은,,,옛날 비틀즈가 있던 시대|조금 현대의 느낌,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,4e733c89-a6a1-4094-8,집에서 친구들이랑 홈파티할 때 들을 것 같은 음악. 술에 취해 꿈과 현실을 혼동하는 듯한 느낌.,,술에 취해 꿈과 현실을 혼동하는 듯한 느낌,,,집에서 친구들이랑 홈파티할 때 들을 것 같은 음악,,,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,4edf7524-0d23-48f2-9,조명과 음향이 빵빵한 공연장에서 관객과 소통하면서 멋있게 공연하는 느낌. 공연장 위에는 왠지 엄청 큰 깃발 같은 것이 펄럭이고 있을 것 같다.,,멋있게 공연하는 느낌,,,공연장,,관객과 소통|엄청 큰 깃발이 펄럭이는 공연장,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,0a1282d5-b306-49f4-b,스튜디오에서 다같이 진지한 표정으로 연주하는 영상. 너무 밝지 않은 조명에서 각자의 기량을 펼치려고 하는 느낌.,,진지한,,,,,스튜디오에서 다같이 연주하는 영상|너무 밝지 않은 조명|각자의 기량을 펼치려고 하는 느낌,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
30,21ee8bb8-76c4-41d2-b,2000년대 테크노 클럽의 한 풍경 같음. 신나는 전자음악 비트 위에 깔리는 부드러운 여자 보컬.,테크노,신나는,여자 보컬,부드러운,클럽,전자음악 비트,2000년대 테크노 클럽의 한 풍경,25 - 34,남성,13,13,14,매일 또는 주에 여러번,네,주 1회 또는 월 몇 회
31,f87d8dbf-83a9-4c58-a,희망과 소망이 들리는 노래. 마치 해피엔딩이 영화속 크레딧 씬에서 나올것 같은 노래,,희망|소망,,,영화속 크레딧 씬,,해피엔딩,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,7a6c8429-fbc7-4e0e-b,헬스장안에서 기본 적으로 들려줄것 같은 노래. 펌핑 잘되라고 들려줄것 같은 노래.,,,,,헬스장|펌핑,,,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,788859af-9004-4587-b,다프트 펑크에서 따온 샘플을 사용해서 개사한것 같은 노래. 왜인지 미국 영화 바에서 진지한 대화를 나누는 여성과 남성이 들을것 같은 노래,,진지한,,,미국 영화 바에서 들을것 같은,다프트 펑크에서 따온 샘플을 사용한,개사한것 같은 노래|여성과 남성이 대화를 나누는,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,7555871e-1973-49c5-b,어려운 선택을 해야되는 한 주인공의 이야기. 하지만 주인공의 내면이 강할 것 같은 느낌.,,강한 느낌,,,,,어려운 선택을 해야되는 한 주인공의 이야기|주인공의 내면,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,6fdab3ec-7a58-4272-8,서로를 막 만난 여자와 남자의 케미스트리가 잘 어울렸을때 들려올 것 같은 노래.,,케미스트리가 잘 어울리는,,,,,서로를 막 만난 여자와 남자,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,754ad4a8-b85d-430a-8,서로 마음이 맞지 않았던 사람들이 서로를 조금씩 이해하기 시작했을때 들려올것 같은 노래,,,,,,,서로 마음이 맞지 않았던 사람들이 서로를 조금씩 이해하기 시작했을때,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,31e86412-c270-4bcb-8,미국인이 자동차 안에서 드라이브를 하면서 들을 것 같은 노래 또는 라디오에서 나올것 같은 노래,,,,,드라이브|라디오,,미국인,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,42ef4a9a-164f-480e-9,소중한 이를 잃어서 절망과 슬픔에 잠기어 있는 사람에게 들려올것 같은 노래,,절망|슬픔,,,들려올것 같은 노래,,소중한 이를 잃은 사람,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,4e5af4be-1277-4097-9,히스패닉 우버 드라이버가 손님을 차에 태우며 들을 것 같은 노래,히스패닉,,,,드라이브,,우버 드라이버|손님을 차에 태우는 장면,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
31,0c1cecb1-1601-43cc-8,전투하는 상황에서 나올 것 같은 노래. 1980년대에 영화에서 극한의 훈련을 받고 있을때 나올 것 같은 노래,,,,,영화적,,전투하는 상황|1980년대 영화|극한의 훈련,18 - 24,남성,0,0,0,매일 또는 주에 여러번,아니오,
32,b0f6dcc3-7aeb-4d48-9,미국 서부에 있는 허름한 동네에서 사람들이 밖에 나와 모여있을때 나올것 같은 노래.,,,,,나올것 같은 노래,,미국 서부|허름한 동네|사람들이 밖에 나와 모여있을때,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,a0c69d90-4070-4bb7-b,동네 디스코 클럽에서 잠시 일에서 벗어나기 위해 사람들이 모여서 다같이 춤을 출때 나올것 같은 노래.,disco,,,,club|dance,,people gathering at a neighborhood disco club to take a break from work,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,9a12553b-7ae1-4e35-9,영국 소년들이 성인이 되기전 모여서 만든 작은 동네 밴드 노래같다. 신나면서도 몽환적인 분위기와 인상적인 신디사이저가 들린다.,,신나는,신디사이저,몽환적인,,,영국 소년들이 성인이 되기전 모여서 만든 작은 동네 밴드 노래같다,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,924be17b-f5f1-4628-9,유럽 유명 밴드가 페스티벌에서 공연을 하고 있고 그 앞에 관중들은 열심히 따라부르고 있을것 같은 느낌의 노래.,,열심히 따라부르고 있을것 같은 느낌,,,페스티벌 공연,,유럽 유명 밴드|관중들이 따라부르는 장면,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,92374983-b2b0-41a7-b,1970년대에 한때 유명했던 미국 남녀 가수가 듀엣을 하는 노래같다. 1970년대 미국 평범한 중산층 가정집에서 티비를 통해 나올거 같은 노래.,,,남녀 듀엣 보컬,,티비를 통해 나올 것 같은 노래,,1970년대|미국|한때 유명했던 가수|평범한 중산층 가정집,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,86b81fdf-9b70-4200-a,긴 여정이 끝나고 마무리를 지으며 지난날을 회상할것 같은 노래. 지친 몸을 이끌고 마지막 피날레를 위해 부르는 노래같다.,,회상적인|지친,,,,마지막 피날레,긴 여정의 끝|마무리|지난날 회상,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,58339466-2de5-4409-b,대형 마트에 가면 배경에 들릴것 같은 팝송 느낌의 음악. 여자의 특유의 보컬이 잘 들리지만 마트에서 들으면 쇼핑하면서 신경을 안쓸거 같은 음악.,팝송,,여성 보컬,,대형 마트 배경음악|쇼핑,,,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,325c3403-d7f7-4fa0-8,유명밴드가 커버한 영화 ost 느낌의 노래. 신기한 톤의 보컬과 컴퓨터로 조작한것 같은 느낌의 악기들이 들린다.,,,보컬,신기한 톤|컴퓨터로 조작한것 같은,영화 ost,,,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,43d604bc-f7ba-45f9-a,미국 남부에 있는 작은 촌동네에 있는 바에서 들릴것 같은 노래. 카우보이 모자와 긴 부츠를 신은 남성이 연상되는 음악.,,,,,바,,미국 남부 작은 촌동네|카우보이 모자와 긴 부츠를 신은 남성,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
32,04834f9a-eb2e-48b4-9,날씨가 따뜻한 주말 오후 저녁을 먹기전에 잠시 카페에 갔을때 커피와 함께 노을을 마주하며 옆에서 들려오는 로컬밴드의 음악 느낌,,따뜻한,,,카페,,주말 오후|저녁을 먹기 전|커피와 함께 노을을 마주함|옆에서 들려오는 로컬밴드의 음악 느낌,25 - 34,남성,6,2,0,주 1회 또는 월 몇  회,아니오,
33,84deb4de-d0fb-4e1d-a,"쿨 재즈 분위기가 나고, 미드템포 드럼 햇 비트에 피아노 솔로가 돋보이는 재즈곡",쿨 재즈|재즈,,드럼 햇|피아노,,,미드템포|비트|솔로가 돋보이는,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,f8439571-23e6-4c8a-9,다른 유율악기 없이 기본적인 드럼 비트 위에 남성이 랩을 얹은 노래,,,드럼|남성 랩,,,기본적인 드럼 비트,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,bc812733-b45b-4d2b-9,"드럼이랑 베이스, 기타, 신스, 보컬로 구성된 미드-하이 템포 락 밴드 노래",락,,드럼|베이스|기타|신스|보컬,,,미드 하이 템포,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,9a2bd396-3954-4d40-b,"마라카스 비트 위에 스트링 사운드로 배경음을 만들고, 프랑스 남성 보컬이 두드러지게 들리는 샹송같은 곡?",샹송,,마라카스|스트링|남성 보컬,,배경음,비트|두드러지게 들리는,프랑스,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,97e26fe2-d45a-46b2-8,"템포는 느리지만 드럼이 박자를 쪼개고 있어서 약간의 긴장감을 주며, 몽환적인 여성 보컬과 뒤에 깔리는 배경음이 새벽 2-3시 정도 감성이 드는 노래",,약간의 긴장감|새벽 2 3시 감성,드럼|여성 보컬|배경음,몽환적인,,느린 템포|박자를 쪼개는 드럼,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,96382602-5e97-430f-9,"신스와 패드 사운드가 특징적이고, 사이키델릭하거나 미래지향적인 느낌이 나는 빠른 템포의 가사가 없는 노래",,,신스|패드,사이키델릭한|미래지향적인,,빠른 템포|가사가 없는,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,75bc4c3d-4d24-4d21-a,"EDM 느낌이 나는 신스랑 패드 중심으로 구성된 곡, 약간의 보컬이 얹어져있지만 신스 사운드 위주임",edm,,신스|패드|보컬,,,,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,55300023-5c40-490e-9,"흑백영화시절 배경음악으로 쓰일 것 같고, 재즈 빅밴드 사운드와 여성 보컬과 코러스가 특징인 빠른 템포의 노래",재즈|빅밴드,,여성 보컬|코러스,,흑백영화시절 배경음악,빠른 템포,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,566f7399-846c-4579-a,"스윙 리듬이 특징적이고, 드럼, 피아노, 기타 반주에 맞춰 그루비한 남성 보컬이 두드러지는 노래.",,,드럼|피아노|기타|남성 보컬,그루비한,,스윙 리듬,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
33,3a357ba5-4c78-432d-8,"중국 드라마 OST 같은 느낌이 나고, 비트 위에 스트링 사운드가 두드러지는 여성 중국 보컬을 얹은 노래",ost,,스트링|여성 중국 보컬,,중국 드라마,비트 위에,,25 - 34,여성,22,17,5,주 1회 또는 월 몇  회,아니오,
