person_id,url,original_udio_prompt,description,similarity
R_6NbweNcCV5CfP3p,https://udio.com/songs/04834f9a-eb2e-48b4-95d6-4e937dd2ad86,"A folk rock song about three working cocker spaniels name “Abby, Billie, and Punky”",This music can be described as very slow and calm.,0.2358
R_6NbweNcCV5CfP3p,https://udio.com/songs/05c85698-35f9-4ca9-a086-ce048852ec24,A jazz funk song about 4 middle aged men getting funky in New York City,I love how this music has blues and jazz vibes. It makes you want to swing.,0.4582
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/f5e3d294-de4a-4be3-9205-88b28f85047d,"epic film score by hanz zimmer, rich orchestration, hybrid electronic, dark, suspenseful",This music can be described as dramatic and very classic.,0.4324
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/e0aea9d2-f3fe-4e97-a7eb-e4e5bdc14489,"write a song about speed running banjo kazooie on the nintendo 64, rare, male vocalist, rhythmic, rap",This music can be described as rock and it has a very upbeat tune.,0.2601
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/bc7c0d0b-71ae-4afe-8c04-826ecf85c4c8,"Create music with k pop i dol newjeans style, and a meowing back groubd sound for a cute touch.",This music can be described as slow but it has a jazz tune.,0.2906
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/b1c7f9c0-da77-440b-8ed9-6d5d7979ba3e,A Beatles style song about two little kittens named rookie and Coco,This music can be described as rock and it also a very upbeat tune.,0.1974
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/9e8106ce-2e4a-450c-8653-66941bb3ad46,a fast-paced 90's influenced alt/indie song about tesla departures leaving.,This music can be described as slow rock and a different tone.,0.357
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/88bf780d-da3b-440d-9031-fd948b1c0f00,"about an old soul trapped in a vehicle through the centuries, electronic, synthesizer, synth-pop, keyboard, horror, soundtrack Instrumental",This music can be described as dramatic and a bit sad.,0.4304
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/837f7d1b-23e2-4a0f-8b8a-92a7c4669a41,"Song about the power of love of a couple, opera, male voice",This music can be described as very sad and melancholic.,0.1959
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/56487772-7530-4ead-a83a-8db2c4c29583,a song about losing my keys in the style of amy winehouse,This music can be described as slow lyrics but it has a slow background as well.,0.3719
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/5de77170-9628-498c-88c4-eaa0f9a6bf47,"acoustic guitar, mandolin, piano, acoustic bass, percussion, bossa nova, female singer,",This music can be described as calm and a sad tune.,0.2533
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/61375a85-29d0-4b45-9ff9-5bd133094b1f,"A sci-fi epic movie theme about a space pirate named “Vilde”, synth-pop,",This music can be described as sort of rock and upbeat.,0.3387
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/304f77ae-6961-4c73-b240-b82c6d9837c1,"synth-pop, house, about chicken on a stick and fish oil",This music can be described as super rock and upbeat.,0.285
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/3a5cb7e8-d45f-481e-bd93-d38a23edcb34,"A viennese song about having eaten way too much. And tipps how to feel better, e.g. drinking Schnaps or Coffee.",This music can be described as very upbeat but also has a sad tune.,0.3898
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/4cd02c55-36e8-46dd-9941-50cee7f88672,"van halen, led zeppelin, game music, energetic, 90s, something similar to van halens aint talking about love",This music can be described as rock and it has a very upbeat tune.,0.4348
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/4ce5fcbf-3111-4a0d-bb7d-1d16cf9e232a,"upbeat song for motion design portfolio, techno, instrumental no singing",This music can be described as super upbeat and it has a cloudy feel.,0.5192
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/0e4f6e42-e8a1-4618-975e-9345b7f0d84b,"Instrumental orchestral, cinematic music about a girl and her Robot best friend",This music can be described as very dramatic and melancholic.,0.34
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/189707c6-89e6-4846-9c38-b40afe59fa89,"Riding a bike, delicately smelling the fragrance of osmanthus flowers.",This music can be described as slow and has a soft tune.,0.0987
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/1e28722f-2c5c-474e-a931-1e5b740fff7d,"Post-Bop, Jazz Fusion, instrumental, technical, melodic, warm, passionate, energetic, playful, guitar, archtop guitar",This music can be described as calm and a slow tune.,0.3624
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/1fc27a56-36f6-4a2b-9d87-513f4a0a9058,"A german song about what elements you need to form proper sentences, electronic, electro,",This music can be described as very upbeat and has a rock tune.,0.35
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/20965396-7e93-4354-8212-5614daddebea,"A fun 60's cafeteria, fun and upbeat, twist, in the style of: Elvis Presley, Chubby Checker., rock and roll,",This music can be described as upbeat but it has slow beats in the beginning.,0.2691
R_3Nfc65i2r2tIZ5l,https://udio.com/songs/21ee8bb8-76c4-41d2-b18e-d09524c38093,"electronic, mixer boss bx 8, tech, 4/4 140 BMP, trance",This music can be described as super upbeat and lots of different tunes.,0.2241
R_1QDDC6KOseYG9DH,https://udio.com/songs/246bf3fe-a489-4545-a32b-0e150d16dee5,"synth-pop, 10s beautiful korean idol singer sings. Talks about we are doomed by AGI soon inkorean.",There is a woman singing. This is pop music. You can hear the drums. I think this is like Hispanic or something. The girl has the voice of an angel. I think there is some Spanish in the music. ,0.3173
R_1QDDC6KOseYG9DH,https://udio.com/songs/f87d8dbf-83a9-4c58-a66d-f3d86e8ece8b,"Love and loss in north west England , pop rock,","This is nostalgic. It sounds like a new Coldplay song. There is a man singing, and there are the guitar and drums in the background. ",0.1232
R_1QDDC6KOseYG9DH,https://udio.com/songs/df0117f3-743c-460c-905d-835ffb820bd3,"male vocalist, concept album, hard rock, warm, in the style of green day",This is. rock song. There is a man singing in Spaniosh and there is drumns and the electric guitar in the background. So it must be like Spanish rock. ,0.2672
R_1QDDC6KOseYG9DH,https://udio.com/songs/d69d66d4-df72-4002-8a3e-0f990e9a5743,"Amazing Grace, gospel, r&b, emotional, buildup, epic ending, orchestra, high violins, brass, film score, triumphant,","This is an opera. There is a main man singing and another in the background, but quieter. There is dramatic music, such as violins, drums, trombones, and it gets really fast towards the end. It would be a good somng for a dramatic movie ending.",0.4204
R_1QDDC6KOseYG9DH,https://udio.com/songs/d2cf4cdf-f303-4ef9-9fda-3dab509cb32f,"a song about a cat plotting to take over the world ,electronic, punk","This is a rock song, there are drums and an electric guitar. A man is singing a song very loudly, like he is screaming and not singing. Lots of repeated guitar sounds at the end.",0.379
R_1QDDC6KOseYG9DH,https://udio.com/songs/d2bec18a-bac3-48cb-b0da-2589176bd895,"1985, funk, dance-pop, with male vocals in the style of Michael Jackson,","There is a woman singing an older type songs. Sounds like something Michael Jackson would sing. It is a man singing, actually, and you can hear the drums in the background. ",0.4419
R_1QDDC6KOseYG9DH,https://udio.com/songs/cdb23f80-6a13-4777-8a08-c0d983486f7c,"A Song about whining , pop, r&b, vocal, hip hop,",This is more pop. There is a man singing. I think it is a more type of love song. It has a good beat to it that adds dramatic effect. I feel like it would be targeted towards teenagers.,0.3169
R_1QDDC6KOseYG9DH,https://udio.com/songs/af1cb15b-e547-4e02-83d0-67bb3ba20412,"hip hop, electronic, synthesizer, 2020, upbeat, serene, male vocalist, catchy, beautiful, melodic, uptempo, about amazing feeling of a theme park,","This is rap, like M&M type. There is a man rapping with some background music and singers. There is the drumns and guiat and some sort of keyboard. The backup singer sings a lot. ",0.4093
R_1QDDC6KOseYG9DH,https://udio.com/songs/94894312-0261-4956-89b5-6e48d0f6b008,"A song about the greatness of menachem begin. hip hop, 1998, east coast hip hop,",This is like Snoop Dog music. It is slow rap that has some beat to it. There is a man rapping to the beat to drumns. It sounds like rapping to produce music on a DJ board. There is an echo at the end. ,0.4388
R_1QDDC6KOseYG9DH,https://udio.com/songs/93a18e93-3e7e-4dfb-94ad-4cc4026c16ec,"Americana, Country, Bluegrass, Melodic, Passionate, Lush, Rhythmic, male vocalist, anthemic, uplifting, pop, playful,","This is a country song sung by a man. There is a guitar in the back. It has a good and steady beat to it. He says, ""first time"" a lot.",0.2865
R_1QDDC6KOseYG9DH,https://udio.com/songs/75bc4c3d-4d24-4d21-ac0c-59543720b0ee,"Deep Electro House, amazing vocals, amazing voice, Uplifting, Futuristic, electropop, Complextro, 2024","This is like an E&M song, like a music festival one. It appears to be some sort of remix. You can hear the keyboard in the background and the electric guitar. There is a man singing. ",0.3016
R_1QDDC6KOseYG9DH,https://udio.com/songs/652ed6ff-5366-4dea-9870-280da8e43b39,"528hz healing frequency enlightenment awakening, sunrise, new age, meditative, house/pop,","There is a woman singing a very peaceful/graceful melody. She has a high-pitched voice, and it is matched with violins and some sort of percussion that makes it almost feel underwater.",0.1986
R_1QDDC6KOseYG9DH,https://udio.com/songs/6cff0016-0d2e-4199-9cb2-48317bc30512,"acoustic guitar, acoustic rock, male vocalists, blues rock, fingerstyle, singer-songwriter, folk-pop, electric guitar, pop rock, classic rock, contemporary pop/rock,",This seems like an older song that my Grandpa would sing. This is a country song. You can hear the moroccos in the back and the guitar. Seems like a song from Mexico. There is an older man singing.,0.0222
R_1QDDC6KOseYG9DH,https://udio.com/songs/2f52deb7-1947-4e11-9178-e8745a35b9e6,a 2000s emo song written from the perspective of Elon Musk about getting dumped by Grimes,"Thsi si rock. There is an electric guitar and the drums. There is a man singing. As it continued, the drums and the guitar played faster. He has an echo of a scream after he says certain words. ",0.2985
R_1QDDC6KOseYG9DH,https://udio.com/songs/346756fd-269e-4421-8530-cd79b74d1a98,"a song about the beauty of a multicultural festival, techno",This is a soft-rock type song. You can hear the guitar and drums. There is a man singing in an eerie tone with someone else singing repeated words in the background.,0.4547
R_1QDDC6KOseYG9DH,https://udio.com/songs/0a1282d5-b306-49f4-b0ff-f945c2ed2407,"A song about programmer named Emmanuel who became disillusioned with the corporate world and became a baker., jazz, soul jazz,",Idk the type of genre. It's like smooth jazz. There is a keyboard in the background and a woman singing. ,0.4168
R_1QDDC6KOseYG9DH,https://udio.com/songs/12c3b33c-37c3-42e9-b1f1-70081ddf7bd3,"A song about April eight 2024 total solar eclipse and biblical conspiracy , hip hop,","The beginning eerie, there is a woman rapping with not a lot of instruments in the background, giving it a spooky sound. Their rapping is fast. It sounds like it could be like a song that they start a concert with.",0.4406
R_1QDDC6KOseYG9DH,https://udio.com/songs/1eccf497-ffe0-4f0d-a4c5-aecd9b3e1e40,"Progressive rock, dark vibe, heavy guitar, loud drums, male vocalist","This is a rock song. You can hear the electric guitar. It is more soft-rock. It makes a lot of political references. The person on the guitar is playing veyr very, very well, and fast, there is a man singing. ",0.3638
R_1QDDC6KOseYG9DH,https://udio.com/songs/1fce4fac-fe02-42f3-94ba-6c66c9cdccd2,"Title is something in the air, like Bonobo, electronic, club, house, dance, jazz, euro house,","This is also Jazz, you can tell by the saxophone being placed with the combination of the drums and the keyboard. No one is singing in this. The beat repeated. There is an instrue,nt introduced at the end that is being played fast, but not loud.",0.362
R_1QDDC6KOseYG9DH,https://udio.com/songs/20752527-76a9-4e5a-bdbd-82e225598fb7,"a song inspired by Nicholas Roerich paintings, ambient, locrian mode","This has a calm, like medieval sound to it. No singing. I hear the flute, maybe the poicaalo, the drums, and maybe the tanderlines, and the violin. It is playing a steady rhythm and beat. ",0.3645
R_3AEGjBgjSVvLz29,https://udio.com/songs/8b21762a-c0c3-449e-8d46-e55c476190e3,old country song about crowdstrike making all the computer go blue screen of death,"Southern belle song. Country sounding. Male voice, backing male vocals. ",0.3894
R_3AEGjBgjSVvLz29,https://udio.com/songs/e89bac5b-3b92-4554-be4c-df83d11c4975,"rock, about a friend named Alf who is in love again at 49 years old","Solo Male voice, band music. Generic band rock sound with drums guitar bass
",0.2643
R_3AEGjBgjSVvLz29,https://udio.com/songs/df09d518-7cb4-43d2-b4b4-74b5b0c9500e,"melomandiz beats intro, rage phonk beat, playboi carti, mad 808s",Rap song with heavy bass and beat line that decrescendos underneath male voice.,0.3706
R_3AEGjBgjSVvLz29,https://udio.com/songs/cc598c82-8126-4cdf-9091-fa7cfbfc539a,2000s 90s playstation jungle dnb glitch with ethereal jungle pads amen break,"Fast beat instrumental with synth, interesting bass line and percussion. No vocals. ",0.1933
R_3AEGjBgjSVvLz29,https://udio.com/songs/c2eccd6c-3c7f-4e67-93c5-b2525f3b9e21,"There’s Hiroshima-style okonomiyaki, but there is no such thing as ‘Hiroshimayaki., blues,","Country sounding song, slower tempo. Driving guitar parts. Male southern vocal
",0.1938
R_3AEGjBgjSVvLz29,https://udio.com/songs/c243ba53-0eea-4dfd-bfa0-63de83e0d80b,"Happy friendly gay pickle whose catchphrase is “I’m a pickle hear me roar”, heavy metal,","Strong male vocals, metal like sounding instrumental with heavy drums, guitar and bass. ",0.3542
R_3AEGjBgjSVvLz29,https://udio.com/songs/be9d0001-9386-4d1a-b85c-c2eb1a216754,"four piece classical quartet, somber and pensive, solo vocalist singing about being awake all night",Strings Instrumental starting with a full orchestra then fading into violins back into the main orchestra underneath a soft female voice.,0.3342
R_3AEGjBgjSVvLz29,https://udio.com/songs/b81b00c3-f3c4-4ba7-8964-20d173a3b82f,"Male vocalist, Northern american music, Country, Regional music, Contemporary country, Contemporary country, Country pop, Melodic, Introspective, Love, Longing, Passionate, Bittersweet","Country song featuring a male voice with guitar, drums, bass. Southern accent country feeling song.",0.5134
R_3AEGjBgjSVvLz29,https://udio.com/songs/a73408ef-f0f9-4280-88fd-62f8c13bc9af,"russian, bard song, folk song, acoustic guitar, female singer, emotional, 100 bpm",Simple instrumental featuring the acoustic guitar and maracas underneath a female voice. ,0.422
R_3AEGjBgjSVvLz29,https://udio.com/songs/9a2bd396-3954-4d40-b3bd-dc97f611ae73,"guitar jazz, old french singer with south accent, sad ballade",Foreign male voice on top of a orchestral instrumental with a maracas percussion driving the beat.,0.3966
R_3AEGjBgjSVvLz29,https://udio.com/songs/89fe259f-467e-4f79-9794-0462b33a172f,A psychedelic tinged post-punk song about destroying Bradford pear trees to protect the biodiversity of our ecosystem,"Drums, Guitar, exasperated male vocal. Slow song, consistent drums line.",0.1946
R_3AEGjBgjSVvLz29,https://udio.com/songs/876c1749-d348-48e6-a06c-64ec23323e40,"Male vocalist, Rock, Alternative metal, Nu Metal, Electronica, Alternative rock, Glitch, Rap rock, Passionate, Bittersweet, Anthemic,",Rock feeling song. Strong male vocals. Thematic song that could be a introduction to a show.,0.4932
R_3AEGjBgjSVvLz29,https://udio.com/songs/85c89132-e0ce-42d5-973e-e0198f60e894,"a song about coming home after a long time, pop, indie, bass, japanese rock","Upbeat, lively instrumentals with driving drums, and a guitar part that leads into a male foreign voice.",0.3626
R_3AEGjBgjSVvLz29,https://udio.com/songs/8235499a-b4cf-4189-9570-ee2f9bad03e0,"A german song about what elements you need to form proper sentences, electronic, electro,",Male foreign beat that  fades out and comes back in. Feeling techno and cinematic. Strong and bold beat that drops out and comes back in.,0.2692
R_3AEGjBgjSVvLz29,https://udio.com/songs/788859af-9004-4587-b3d8-2fe1ccd96b86,"Electro pop, male voice, melodic, soul, hip hop rnb and dance hall,","Upbeat slow, older style sound with piano violin and a driving bassline.",0.4426
R_3AEGjBgjSVvLz29,https://udio.com/songs/6184d460-21d8-4a0c-b029-31aa4dce91af,"A song by a boy band about his demons , pop rock,","Upbeat, early 2000s pop feeling song. Features a female voice, bass, kick drums, and voice layering.",0.4302
R_3AEGjBgjSVvLz29,https://udio.com/songs/31e86412-c270-4bcb-8461-ec9801d25c4b,"punk, bouncy funk pop hit italian folk bombastic feels good","Upbeat rock feeling instrumental with guitars on high drive, prevalent drums. Male vocal.",0.4454
R_3AEGjBgjSVvLz29,https://udio.com/songs/42ef4a9a-164f-480e-9992-5f91a57425ee,"A song about humanity doomed to end, rock, classic rock, guitar solos, dark ambient, slow rock,","Slow, dark, and grungy song featuring a male voice, drums, guitar and bass. ",0.5921
R_3AEGjBgjSVvLz29,https://udio.com/songs/42f15631-a541-4b30-8b29-4a1110136627,"rock, pop rock, drums (drum set), classic rock, guitar, bass guitar, 80's, male vocalist, energetic, classic hard rock,","Rock type song with a foreign male voice. Heavy percussion, guitar and bass. Strong vocals.",0.4857
R_3AEGjBgjSVvLz29,https://udio.com/songs/0244da5b-f3c0-49b4-b5c8-2ad5bd3f731f,A rap song in the style of Eminem with harpsichord. Fast 90s rap,RNB feeling song. Slow soulful female vocals. Groovy instrumental with a RNB beat and bass line.,0.3206
R_7TTNjApQTlb7cUG,https://udio.com/songs/fa94bad4-6431-40a7-9811-7ebe8da07931,"hard bass drum, masculine male voice, latin, hip hop, raegetton","This music is in a different language than English, sounds like Spanish. The song is upbeat and features some slight hip hop style in the lyrics.",0.2959
R_7TTNjApQTlb7cUG,https://udio.com/songs/f8439571-23e6-4c8a-900b-9323671ff4c9,"hip hop, hardcore hip hop, gangsta rap, east coast rap, west coast hip hop,","90s style hip hop song, slightly more upbeat and major focus on the lyrics and word play. ",0.4103
R_7TTNjApQTlb7cUG,https://udio.com/songs/f190fc46-b387-4437-a37e-c2e4f2c4a4e9,"Make a song about a summer day, but make it bluesy with a little bit of hip-hop flare to it","The music features choir like vocals, and calmer lyrics, it is a kind of R&B style of song with slower lyrics yet has hints of hip hop.",0.4298
R_7TTNjApQTlb7cUG,https://udio.com/songs/e0d3ac24-3ea6-4a85-a589-8f4ca0642255,"50s pop song about the Tim's hell wagon, a flat black hemi powered monster","This is slow music with simple instruments in ht ebackground, emphasis is on the singer and their vocal strengths as well as the lyrics.",0.3378
R_7TTNjApQTlb7cUG,https://udio.com/songs/db477bec-7b99-4ca2-8eb3-0ab3993b23ae,"A song about a man named Dude working for the county for feline emotional well being., blues, delta blues,",This music is very slow and features only one guitar as the instrument.,0.162
R_7TTNjApQTlb7cUG,https://udio.com/songs/c03a69e7-7bcb-4c85-bc76-54bcd86a1368,"Song about I can shake but can’t bake , Rock Musical, Standards, 1980s, duet","This music is calmer and has more of a country style. It is a slower style, with lyrics, yet not too much word play.",0.32
R_7TTNjApQTlb7cUG,https://udio.com/songs/be7b3ab7-8a50-4437-8acc-ac93487ab635,tame impala song about the whole world creating music together,The music has a more modern and mellow beat. There are a combination of instruments and the lyrics fit the tune in the background almost exactly.,0.3665
R_7TTNjApQTlb7cUG,https://udio.com/songs/b63b2d28-ca13-4ae8-b325-bc509fb36454,"A song about the foggy autumn morning in the forest with the smell of wet woods and soil,electronic,",This music is instrumental and slow. It has very minimal vocals and focuses more on the instruments.,0.3089
R_7TTNjApQTlb7cUG,https://udio.com/songs/a0ca57ef-9516-411f-a9f6-2a45a740c0fd,"a song about the serenity of early morning fishing, techno, ambient,","There is an electronic produced sound, similar to what one would find in modern hip hop music, yet there are little to no vocals or lyrics, sounds more like an outro.",0.2442
R_7TTNjApQTlb7cUG,https://udio.com/songs/9c7e479a-5c4d-46d9-8ecc-2c5849ae114e,A song about a secret I must keep style Norah jones,"This is a calm song with a simple piano and voice combination, the focus is heavily on the vocals of the singer, not much production.",0.3614
R_7TTNjApQTlb7cUG,https://udio.com/songs/9a4d75e7-de00-4931-9105-4d53c84471bf,A 90s hip hop rap about how fried chicken is the best food on the planet,"90s style hip hop song, with a slow beat and major emphasis on the word play like classic hip hop.",0.5001
R_7TTNjApQTlb7cUG,https://udio.com/songs/924be17b-f5f1-4628-9730-412d622d014a,"the smiths, morrissey, post-punk, jangle pop, indie, 80s, minor, fast, alternative rock, guitar, rock","The music starts off with a guitar sounding instrument, with lyrics that match. It is similar to a classic rock and roll song, not a modern one.",0.3472
R_7TTNjApQTlb7cUG,https://udio.com/songs/77056edb-735f-4b6c-a08f-875ac062056d,"A day in the life of a professional imaginary friend, indie pop, twee pop","This sounds like the start of a classic rock and roll song, there is a guitar and drum in the background, and it is building up to the song.",0.2038
R_7TTNjApQTlb7cUG,https://udio.com/songs/523ab434-2e54-4441-9e15-b87bf751c595,"A song about daily driving exotic cars, hip hop, trap","Slightly more modern hip hop song with heavy beat production and bass, however, the word play is much weaker compared to beat.",0.4013
R_7TTNjApQTlb7cUG,https://udio.com/songs/54f0f9eb-f14f-4d8d-befb-b560b504dab8,"A song that will sooth my baby to sleep , blues, piano blues,",This is a quieter style of song with a focus on the singers abilities with minimal insturmental focus.,0.3292
R_7TTNjApQTlb7cUG,https://udio.com/songs/6067225b-504a-46e1-8848-deb07c09fe48,upbeat eurobeat song as heard in the anime Initial D,"Very up beat pop song, similar to a early 2010s classic pop song, major emphasis on technical production and loud vocals and intense beats.",0.4702
R_7TTNjApQTlb7cUG,https://udio.com/songs/3a357ba5-4c78-432d-81fe-c920ac31ed50,"pop, a song with chinese traditional poems as its lyrics.","Song in a different language, sounds like an east asian language. It is a calmer and more vocally focused song, with minimal production in the background.",0.5928
R_7TTNjApQTlb7cUG,https://udio.com/songs/3c41851f-03a5-464c-9840-4646904010d0,"A song about the benefits of Technology in Africa. , pop, traditional pop, electropop, euro house, dance-pop,","The music combines a calmer beat with minimal lyrics, and has a more instrumental focus.",0.3663
R_7TTNjApQTlb7cUG,https://udio.com/songs/0c1cecb1-1601-43cc-8bc9-c51256abe2f0,A song about board games dungeons and dragons and fantasy style music,"The music is upbeat and has a pop style of music, yet not modern pop. There is a slight hint of a rock and roll style as well.",0.3145
R_7TTNjApQTlb7cUG,https://udio.com/songs/122a5bd5-7657-4161-aac9-3acb5f4b0381,"Train the Trainers _ AI Summer camp , pop, r&b,","This song is a more alternative style, with minimal lyrics and word play, the focus is more on the singular trumpet style instrument in the background. ",0.0663
R_56UOnbqk2TipI7T,https://udio.com/songs/84deb4de-d0fb-4e1d-a53b-c854fe3c1394,"Cool Jazz, Hard Bop, instrumental, acoustic, improvisation, mellow, energetic, nocturnal, soothing, playful, melodic, piano blues, piano jazz, piano","A soft, smooth jazz instrumental that evokes feelings of romance and makes you want to dance. It could be used in casio or movies or elevators.",0.5167
R_56UOnbqk2TipI7T,https://udio.com/songs/e374a9d0-706d-4bf3-af17-87b60ae91c62,"Heavy Metal Metellica-style version of Love Me tender with original lyrics, and sung for Astrid.",Rock song sounds very strong by a man screaming. Strong instrumentals,0.3922
R_56UOnbqk2TipI7T,https://udio.com/songs/b7aa837e-a53b-4f8a-97ed-e339ecd96dae,"Electronic, Funky House, Electro, Electro house, Deep house, Funk, Vocalist",Funky music with fun beats. Sounds something like you can dance to. Some vocals. Dreamy-like.,0.514
R_56UOnbqk2TipI7T,https://udio.com/songs/b0f6dcc3-7aeb-4d48-9811-f8195dc8aefc,"a song about working in a print shop in houston texas , houston sticker is the name , hip hop,",Rap song sung by a man. Good beat and sounds good,0.3776
R_56UOnbqk2TipI7T,https://udio.com/songs/97674f07-7bc3-404e-9410-b8239d3611c0,"epic song about gogeta vs broly, heavy drums, epic guitar, piano, english","A rock song with drums and guitar, sung by a guy with very strong vocals.",0.4773
R_56UOnbqk2TipI7T,https://udio.com/songs/96382602-5e97-430f-967d-0799d90262c7,"Progressive House inspired by Sasha from the 1990s, deep dark melodic ethereal space trance with a heavy driving baseline",Epic instrumental that evokes strong emotions. Feels like a movie soundtrack.,0.3037
R_56UOnbqk2TipI7T,https://udio.com/songs/9481c38d-df7b-42cc-b660-ecd1298df738,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film opening sequence,epic song with drums and evoking emotions. Sounds like a soundtrack,0.2907
R_56UOnbqk2TipI7T,https://udio.com/songs/91f9b933-c02b-47df-95b7-05e9b37e3fb5,"bubblegum pop about imageboard culture, deep female vocalist alternative, happy, uplifting",Song sung by a woman. Sounds sad and nice. Sounds good,0.3564
R_56UOnbqk2TipI7T,https://udio.com/songs/82297794-bd7d-4718-9fcb-b3a10d824475,Please Compose a symphony-like piece in style of Anton Bruckner 8th as a Film music for a bike-chase,An epic music that sounds like a movie soundtrack. It evokes emotional and strong feelings. ,0.4008
R_56UOnbqk2TipI7T,https://udio.com/songs/77c467d4-d021-4b6e-b9a8-757434d848d0,country song about drinking beer and riding tractor while wearing overalls,Country song sung by man. Makes you feel sad and nostalgic,0.4973
R_56UOnbqk2TipI7T,https://udio.com/songs/566f7399-846c-4579-a499-8421a2f325e2,A song about a tech consultancy called Red Badger. In the style of T bone walker,Jazzy song sung by a man. Very romantic sounding and pleasant,0.2394
R_56UOnbqk2TipI7T,https://udio.com/songs/5de9f530-88d9-44a5-943c-a53b321d1106,"synthwave, funk, saxophone, upbeat, 2019, serene, catchy, ambient, about a summer party, female vocalist,",City pop like music that makes you want to dance. Sung by a female with sweet vocals.,0.5518
R_56UOnbqk2TipI7T,https://udio.com/songs/6dfa3eea-e6cf-46fb-ab88-fe2754661428,"A song about sexy Annie in Hong Kong , rock, alternative rock, indie rock,",Rock song sung by a guy. Sounds sad and romantic,0.4221
R_56UOnbqk2TipI7T,https://udio.com/songs/6fdab3ec-7a58-4272-8ecf-51401a1d3e44,"psychedelic indie pop, sunset chill vibes, counter culture mixed with bossa nova",Almost sad dreamy like song sung by a guy who sounds like he is dying.,0.202
R_56UOnbqk2TipI7T,https://udio.com/songs/325c3403-d7f7-4fa0-835b-27f06fdd9015,"melancholic, duet female, rock, heavy metal rock, heavy style, guitar, male, girl, children",Epic song sung by a couple of people. It feels hopeful.,0.2946
R_56UOnbqk2TipI7T,https://udio.com/songs/33858c28-6c40-43d6-9bff-1b9ec1a44503,"a progressive rock ballad, like we are in the 70s","Movie soundtrack that evokes emotional feelings and feels very good to hear,",0.2998
R_56UOnbqk2TipI7T,https://udio.com/songs/34c793a1-0af4-469e-961d-b1c85d24836b,"a melody gardot style's song, post modern jazz, female voice, double bass and piano, jazz,",French song sung my a woman. Sounds sad and emotional.,0.4254
R_56UOnbqk2TipI7T,https://udio.com/songs/4ae99a8d-f134-4966-a28f-281bca94fe22,"Georgia Dobbins and William Garrett's song Please Mr. Postman, beat group, the 60's style",Song sung by a man. Guitar and it gets happier and more upbeat.,0.3661
R_56UOnbqk2TipI7T,https://udio.com/songs/4e733c89-a6a1-4094-80b0-489ca4e8b41e,"Dream pop, ethereal atmospheric song, about lost love, shoegaze, indie pop, bittersweet,",An emotional song sung by a female who has soft vocals. Sounds pleasing to the ear. ,0.5037
R_56UOnbqk2TipI7T,https://udio.com/songs/1acbac5c-f315-45df-8041-037b55620a92,"female vocalist, r&b, alternative r&b, slow beats, hip hop, soul, contemporary r&b,",Song sung by a girl . Girl has really good vocals and song about girls.,0.4706
